Data tr.;Czas tr.;Data ksieg zakupu;Data tr.;Czas tr.;Data ksieg sprzed;Symbol;ISIN;ilość;kwota USD zakup;opłata EUR zakup;kurs USD;kurs EUR;kwota PLN zakup;opłata PLN zakup;kwota USD sprzed;opłata EUR sprzed;kurs USD;kurs EUR;kwota PLN sprzed;opłata PLN sprzed
30-05-2023;20:44:45;01-06-2023;28-11-2023;09:59:31;30-11-2023;URA.US;US37954Y8710;10;191;0;4,2559;4,5376;812,88;0,00;288,5;2,01;3,9478;4,3327;1138,94;8,71
